id,name,manufacturer,protocol,default_port,default_power_1,default_power_2,default_power_3,warning,table
geprc_maten_5.8g_pro_10w_96ch,GEPRC MATEN 5.8G PRO 10W 96CH,GEPRC,tramp,UART1,1,2,4,0,"vtxtable bands 8
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND_L   L CUSTOM  5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 BAND_X   X CUSTOM  4990 5020 5050 5080 5110 5140 5170 5200
vtxtable band 8 BAND_Z   Z CUSTOM  6002 6028 6064 6080 6106 6132 6158 6184
vtxtable powerlevels 4
vtxtable powervalues 25 2500 5000 10000
vtxtable powerlabels 25 2W5 5W 10W"
geprc_maten_5.8g_pro_2.5w_72ch,GEPRC MATEN 5.8G PRO 2.5W 72CH,GEPRC,tramp,UART1,1,3,5,0,"vtxtable bands 8
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND_L   L CUSTOM  5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 BAND_U   U CUSTOM  5325 5348 5366 5384 5402 5420 5436 5456
vtxtable band 8 BAND_O   O CUSTOM  5474 5492 5510 5528 5548 5564 5582 5600
vtxtable powerlevels 5
vtxtable powervalues 25 200 600 1600 2500
vtxtable powerlabels 25 200 600 1W6 MAX"
geprc_maten_5.8g_pro_3w_80ch,GEPRC MATEN 5.8G PRO 3W 80CH,GEPRC,tramp,UART1,1,3,5,0,"vtxtable bands 8
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND_L   L CUSTOM  5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 BAND_U   U CUSTOM  5325 5348 5366 5384 5402 5420 5436 5456
vtxtable band 8 BAND_X   X CUSTOM  4990 5020 5050 5080 5110 5140 5170 5200
vtxtable powerlevels 5
vtxtable powervalues 25 200 600 1600 3000
vtxtable powerlabels 25 200 600 1W6 MAX"
geprc_maten_5.8g_pro_5w_80ch,GEPRC MATEN 5.8G PRO 5W 80CH,GEPRC,tramp,UART1,1,3,5,0,"vtxtable bands 8
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND_L   L CUSTOM  5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 BAND_U   U CUSTOM  5325 5348 5366 5384 5402 5420 5438 5456
vtxtable band 8 BAND_X   X CUSTOM  4990 5020 5050 5080 5110 5140 5170 5200
vtxtable powerlevels 5
vtxtable powervalues 300 600 1600 3000 5000
vtxtable powerlabels 300 600 1W6 3W 5W"
geprc_rad_5.8g_1.6w_40ch,GEPRC RAD 5.8G 1.6W 40CH,GEPRC,tramp,UART1,1,3,4,0,"vtxtable bands 5
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable powerlevels 4
vtxtable powervalues 25 200 600 1600
vtxtable powerlabels 25 200 600 1.6"
geprc_rad_5.8g_2.5w_40ch,GEPRC RAD 5.8G 2.5W 40CH,GEPRC,tramp,UART1,1,3,5,0,"vtxtable bands 5
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable powerlevels 5
vtxtable powervalues 25 200 600 1600 2500
vtxtable powerlabels 25 200 600 1W6 2W5"
geprc_rad_mini_5.8g_1w_48ch,GEPRC RAD Mini 5.8G 1W 48CH,GEPRC,tramp,UART1,1, ,4,0,"vtxtable bands 6
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND_L   L CUSTOM  5362 5399 5436 5473 5510 5547 5584 5621
vtxtable powerlevels 4
vtxtable powervalues 25 200 500 1000
vtxtable powerlabels 25 200 500 1W"
iflight_blitz_1.2g_1.6w,IFlight BLITZ 1.2G 1.6W,IFlight,tramp,UART1,1,2,4,0,"vtxtable bands 1
vtxtable channels 8
vtxtable band 1 1G2      A CUSTOM 1080 1120 1160 1200 1240 1280 1320 1360
vtxtable powerlevels 1
vtxtable powervalues 1600
vtxtable powerlabels 1W6"
iflight_blitz_3.3g_2w,IFlight BLITZ 3.3G 2W,IFlight,tramp,UART1,1,2,4,0,"vtxtable bands 4
vtxtable channels 8
vtxtable band 3 BAND_A   A CUSTOM  3320 3345 3370 3395 3420 3445 3470 3495
vtxtable band 4 BAND_B   B CUSTOM  3310 3330 3355 3380 3405 3430 3455 3480
vtxtable band 1 BAND_C   C CUSTOM  3000 3025 3050 3075 3100 3125 3150 3175
vtxtable band 2 BAND_D   D CUSTOM  3200 3225 3250 3275 3300 3325 3350 3375
vtxtable powerlevels 4
vtxtable powervalues 25 400 1000 2000
vtxtable powerlabels 25 400 1W 2W"
iflight_blitz_whoop_1.6w,IFlight BLITZ Whoop 1.6W,IFlight,tramp,UART1,1,3,4,0,"vtxtable bands 5
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable powerlevels 4
vtxtable powervalues 25 400 800 1600
vtxtable powerlabels 25 400 800 1K6"
iflight_blitz_whoop_2.5w,IFlight BLITZ Whoop 2.5W,IFlight,tramp,UART1,1,3,4,0,"vtxtable bands 5
vtxtable channels 8
vtxtable band 1 BOSCAM_A A CUSTOM  5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B CUSTOM  5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E CUSTOM  5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F CUSTOM  5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM  5658 5695 5732 5769 5806 5843 5880 5917
vtxtable powerlevels 4
vtxtable powervalues 25 400 1000 2500
vtxtable powerlabels 25 400 1W 2W5"
iflight_blitz_whoop_4.9g_2.5w,IFlight BLITZ Whoop 4.9G 2.5W,IFlight,tramp,UART1,1,3,4,0,"vtxtable bands 1
vtxtable channels 8
vtxtable band 1 XBAND X CUSTOM  4990 5020 5050 5080 5110 5140 5170 5200
vtxtable powerlevels 4
vtxtable powervalues 25 500 1000 2500
vtxtable powerlabels 25 500 1W 2W5"
rush_1.2/1.3ghz_4w,Rush 1.2/1.3GHz 4W,Rush,tramp,UART1,1,2,4,1,"vtxtable bands 2
vtxtable channels 8
vtxtable band 1 BAND-A  A CUSTOM 0 0 0 0 0 0 0 0
vtxtable band 2 BAND-B  B CUSTOM 1200 1220 1240 1258 1280 1300 1320 1340
vtxtable powerlevels 4
vtxtable powervalues 200 800 2000 4000
vtxtable powerlabels 200 800 2W 4W"
rush_1.2/1.3ghz_4w_v2,Rush 1.2/1.3GHz 4W V2,Rush,tramp,UART1,1,2,4,1,"vtxtable bands 2
vtxtable channels 8
vtxtable band 1 BAND-A  A CUSTOM 1080 1120 1160 1200 1240 1280 1320 1360
vtxtable band 2 BAND-A  B CUSTOM 1200 1220 1240 1258 1280 1300 1320 1340
vtxtable powerlevels 4
vtxtable powervalues 25 200 1000 4000
vtxtable powerlabels 25 200 1W 4W"
rush_1.3g/3.3g_dual-band_32ch,Rush 1.3G/3.3G Dual-Band 32Ch,Rush,tramp,UART1,1,2,4,0,"vtxtable bands 4
vtxtable channels 8
vtxtable band 1 BAND-A  A CUSTOM 3330 3350 3370 3390 3410 3430 3450 3470
vtxtable band 2 BAND-B  B CUSTOM 3170 3190 3210 3230 3250 3270 3290 3310
vtxtable band 3 BAND-E  A CUSTOM 1080 1120 1160 1200 1240 1280 1320 1360
vtxtable band 4 BAND-F  B CUSTOM 1200 1220 1240 1258 1280 1300 1320 1340
vtxtable powerlevels 4
vtxtable powervalues 25 200 1000 2500
vtxtable powerlabels PA1 PA2 PA3 PA4"
rush_3.3g_2w_(band_a),Rush 3.3G 2W (band A),Rush,tramp,UART1,1,3,4,0,"vtxtable bands 1
vtxtable channels 8
vtxtable band 1 BAND-A  A CUSTOM 3330 3350 3370 3390 3410 3430 3450 3470
vtxtable powerlevels 4
vtxtable powervalues 25 200 1000 2000
vtxtable powerlabels 25 200 1W 2W"
rush_3.3g_2w_(band_b),Rush 3.3G 2W (band B),Rush,tramp,UART1,1,3,4,0,"vtxtable bands 1
vtxtable channels 8
vtxtable band 1 BAND-B  B CUSTOM 3170 3190 3210 3230 3250 3270 3290 3310
vtxtable powerlevels 4
vtxtable powervalues 25 200 1000 2000
vtxtable powerlabels 25 200 1W 2W"
rush_3.3g_4w,Rush 3.3G 4W,Rush,tramp,UART1,1,3,4,1,"vtxtable bands 2
vtxtable channels 8
vtxtable band 1 BAND-A  A CUSTOM 3330 3350 3370 3390 3410 3430 3450 3470
vtxtable band 2 BAND-B  B CUSTOM 3170 3190 3210 3230 3250 3270 3290 3310
vtxtable powerlevels 5
vtxtable powervalues 0 25 200 1000 4000
vtxtable powerlabels PIT 25 200 1W 4W"
rush_4.9g/5.8g_2.5w_dual-band_56ch,Rush 4.9G/5.8G 2.5W Dual-Band 56Ch,Rush,tramp,UART1,1,2,4,0,"vtxtable bands 7
vtxtable channels 8
vtxtable band 1 BAND-A  A CUSTOM 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BAND-B  B CUSTOM 5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BAND-E  E CUSTOM 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 BAND-F  F CUSTOM 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 BAND-R  R CUSTOM 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND-L  L CUSTOM 5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 BAND-X  X CUSTOM 4990 5020 5050 5080 5110 5140 5170 5200
vtxtable powerlevels 4
vtxtable powervalues 25 200 1000 2500
vtxtable powerlabels 25 200 1W 2W5"
rush_max_solo_2.5w,Rush Max Solo 2.5W,Rush,smartaudio,UART1,1,3,4,0,"vtxtable bands 6
vtxtable channels 8
vtxtable band 1 BAND_A  A CUSTOM 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BAND_B  B CUSTOM 5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BAND_E  E CUSTOM 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 AIRWAVE F CUSTOM 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 LOWRACE L CUSTOM 5362 5399 5436 5473 5510 5547 5584 5621
vtxtable powerlevels 4
vtxtable powervalues 14 27 30 34
vtxtable powerlabels 25 500 1 2.5"
rush_max_solo_2.5w_(+_x-band),Rush Max Solo 2.5W (+ X-band),Rush,smartaudio,UART1,1,3,4,0,"vtxtable bands 7
vtxtable channels 8
vtxtable band 1 BAND_A  A CUSTOM 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BAND_B  B CUSTOM 5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BAND_E  E CUSTOM 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 AIRWAVE F CUSTOM 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 LOWRACE L CUSTOM 5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 XBAND X CUSTOM 4990 5020 5050 5080 5110 5140 5170 5200
vtxtable powerlevels 4
vtxtable powervalues 14 27 30 34
vtxtable powerlabels 25 500 1 2.5"
rush_max_solo_xband_4.9g_2.5w,Rush Max Solo XBAND 4.9G 2.5W,Rush,tramp,UART1,1,3,4,0,"vtxtable bands 1
vtxtable channels 8
vtxtable band 1 XBAND X CUSTOM 4990 5020 5050 5080 5110 5140 5170 5200
vtxtable powerlevels 4
vtxtable powervalues 25 500 1000 2500
vtxtable powerlabels 25 500 1W 2W5"
rush_tank_solo_1.6w,Rush Tank Solo 1.6W,Rush,smartaudio,UART1,1,3,4,0,"vtxtable bands 6
vtxtable channels 8
vtxtable band 1 BAND_A  A CUSTOM 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BAND_B  B CUSTOM 5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BAND_E  E CUSTOM 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 AIRWAVE F CUSTOM 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R CUSTOM 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 LOWRACE L CUSTOM 5362 5399 5436 5473 5510 5547 5584 5621
vtxtable powerlevels 4
vtxtable powervalues 14 26 29 32
vtxtable powerlabels 25 400 800 MAX"
tbs_sixty9,TBS Sixty9,TBS,smartaudio,UART1,1,2,4,0,"vtxtable bands 5
vtxtable channels 8
vtxtable band 1 BOSCAM_A A FACTORY 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B FACTORY 5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E FACTORY 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F FACTORY 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R FACTORY 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable powerlevels 4
vtxtable powervalues 14 20 26 36
vtxtable powerlabels 25 100 400 MAX"
tbs_unify_pro32_dp_3w,TBS Unify Pro32 DP 3W,TBS,smartaudio,UART1,1,3,6,0,"vtxtable bands 8
vtxtable channels 8
vtxtable band 1 BAND_A   A FACTORY 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BAND_B   B FACTORY 5733 5752 5771 5790 5999 5828 5847 5866
vtxtable band 3 BAND_E   E FACTORY 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 BAND_F   F FACTORY 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 BAND_R   R FACTORY 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable band 6 BAND_L   L FACTORY 5362 5399 5436 5473 5510 5547 5584 5621
vtxtable band 7 BAND_S   S CUSTOM  6002 6028 6054 6002 6002 6002 6002 6002
vtxtable band 8 BAND_X   X FACTORY 4990 5020 5050 5080 5110 5140 5170 5200

vtxtable powerlevels 6
vtxtable powervalues 10 23 27 30 33 65
vtxtable powerlabels 25 200 500 1W 2W 3W"
tbs_unify_pro32_hv,TBS Unify Pro32 HV,TBS,smartaudio,UART1,1,2,4,0,"vtxtable bands 5
vtxtable channels 8
vtxtable band 1 BOSCAM_A A FACTORY 5865 5845 5825 5805 5785 5765 5745 5725
vtxtable band 2 BOSCAM_B B FACTORY 5733 5752 5771 5790 5809 5828 5847 5866
vtxtable band 3 BOSCAM_E E FACTORY 5705 5685 5665 5645 5885 5905 5925 5945
vtxtable band 4 FATSHARK F FACTORY 5740 5760 5780 5800 5820 5840 5860 5880
vtxtable band 5 RACEBAND R FACTORY 5658 5695 5732 5769 5806 5843 5880 5917
vtxtable powerlevels 4
vtxtable powervalues 14 20 26 36
vtxtable powerlabels 25 100 400 1W+"
